TaskType_id,Delivery_Dt,Dept_Name,Route_seq,Car_licence,Store_id,Store_Name,Pl_M_Arrive_dt,Ac_Arrive_dt,Im_Arrive_dt,X,Y
12,2024-03-01,瑞芳DC,QCDC,KPD3801,S3001888888,瑞芳ＤＣ,2024-03-01 07:00:00,3/1/2024 7:12:54 AM,,375487.619,2777331.953
12,2024-03-01,瑞芳DC,QC01,KPD3801,1001022801,國立教育店,2024-03-01 07:00:00,3/1/2024 7:57:07 AM,3/1/2024 8:50:00 AM,352509.442,2768574.801
12,2024-03-01,瑞芳DC,QC02,KPD3801,1001021426,敦安店,2024-03-01 07:00:00,3/1/2024 8:08:42 AM,3/1/2024 9:00:00 AM,352915.317,2769742.703
12,2024-03-01,瑞芳DC,QC03,KPD3801,1001016909,和信店,2024-03-01 07:00:00,3/1/2024 8:12:36 AM,3/1/2024 9:05:00 AM,353106.189,2769754.085
12,2024-03-01,瑞芳DC,QC04,KPD3801,1001016838,光復南路店,2024-03-01 07:00:00,3/1/2024 8:20:58 AM,3/1/2024 9:10:00 AM,353691.926,2769865.632
12,2024-03-01,瑞芳DC,QC05,KPD3801,1001023044,忠孝光復店,2024-03-01 07:00:00,3/1/2024 8:30:35 AM,3/1/2024 9:20:00 AM,353530.085,2770524.594
12,2024-03-01,瑞芳DC,QC06,KPD3801,1001022463,國父紀念館店,2024-03-01 07:00:00,3/1/2024 8:41:34 AM,3/1/2024 9:25:00 AM,353625.778,2770310.738
12,2024-03-01,瑞芳DC,QC07,KPD3801,1001018373,光新店,2024-03-01 07:00:00,3/1/2024 8:45:11 AM,3/1/2024 9:30:00 AM,353618.408,2770012.249
12,2024-03-01,瑞芳DC,QC08,KPD3801,1001016473,國泰店,2024-03-01 07:00:00,3/1/2024 8:49:34 AM,3/1/2024 9:35:00 AM,353235.271,2770016.848
12,2024-03-01,瑞芳DC,QC09,KPD3801,1001018206,吉泰店,2024-03-01 07:00:00,3/1/2024 8:56:07 AM,3/1/2024 9:40:00 AM,353352.038,2770063.196
12,2024-03-01,瑞芳DC,QC10,KPD3801,1001021555,義和店,2024-03-01 07:00:00,3/1/2024 8:59:15 AM,3/1/2024 9:45:00 AM,353297.606,2769707.058
12,2024-03-01,瑞芳DC,QC11,KPD3801,1001020523,新貿店,2024-03-01 07:00:00,3/1/2024 9:10:01 AM,3/1/2024 9:50:00 AM,353773.176,2769652.851
12,2024-03-01,瑞芳DC,QC13,KPD3801,1001015953,大道店,2024-03-01 07:00:00,3/1/2024 9:27:03 AM,3/1/2024 10:25:00 AM,356178.662,2770453.011
12,2024-03-01,瑞芳DC,QC15,KPD3801,1001021889,協和店,2024-03-01 07:00:00,3/1/2024 9:33:30 AM,3/1/2024 10:45:00 AM,356254.178,2770680.117
12,2024-03-01,瑞芳DC,QC16,KPD3801,1001022958,新成鑫店,2024-03-01 07:00:00,3/1/2024 9:36:33 AM,3/1/2024 10:50:00 AM,356351.469,2770848.59
12,2024-03-01,瑞芳DC,QC17,KPD3801,1001023074,欣松春店,2024-03-01 07:00:00,3/1/2024 9:56:08 AM,3/1/2024 10:55:00 AM,355713.782,2770721.319
12,2024-03-01,瑞芳DC,QC18,KPD3801,1001022235,忠信店,2024-03-01 07:00:00,3/1/2024 10:00:26 AM,3/1/2024 11:00:00 AM,355453.529,2770499.437
12,2024-03-01,瑞芳DC,QC19,KPD3801,1001023114,厚雅店,2024-03-01 07:00:00,3/1/2024 10:06:26 AM,3/1/2024 11:05:00 AM,354771.066,2770729.386
12,2024-03-01,瑞芳DC,QC20,KPD3801,1001020276,永隆店,2024-03-01 07:00:00,3/1/2024 10:10:19 AM,3/1/2024 11:10:00 AM,354431.669,2770602.111
