Date,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240430,汐止鄉長店,364543.736,2774150.2,6,0,86400,600,2,180,180,180
20240430,基隆暖鑫店,371808.319,2776074.75,4,0,86400,600,2,180,180,180
20240430,指南店,355815.812,2764150.072,6,0,86400,600,2,180,180,180
20240430,基隆暖東店,371742.253,2776824.534,7,0,86400,600,2,180,180,180
20240430,基隆暖盛店,371587.811,2776673.3,6,0,86400,600,2,180,180,180
20240430,七堵東新店,370056.528,2776304.109,8,0,86400,600,2,180,180,180
20240430,七堵長安店,367639.447,2774110.52,2,0,86400,600,2,180,180,180
20240430,政富店,355560.181,2764561.59,6,0,86400,600,2,180,180,180
20240430,七堵泰安店,368961.974,2775689.085,12,0,86400,600,2,180,180,180
20240430,八堵車站店,371023.007,2777790.096,14,0,86400,600,2,180,180,180
20240430,七堵新明德店,368619.168,2775600.524,12,0,86400,600,2,180,180,180
20240430,七堵大興店,369527.363,2776592.092,5,0,86400,600,2,180,180,180
20240430,七堵自治店,369370.776,2776472.745,14,0,86400,600,2,180,180,180
20240430,七堵永富店,369481.208,2776798.199,12,0,86400,600,2,180,180,180
20240430,恆光店,354523.335,2764096.734,4,0,86400,600,2,180,180,180
20240430,七堵工明店,368309.779,2775601.687,8,0,86400,600,2,180,180,180
20240430,基隆百福店,367687.056,2775097.115,7,0,86400,600,2,180,180,180
20240430,汐止摩天店,366348.43,2774159.378,9,0,86400,600,2,180,180,180
20240430,汐止大同店,365419.388,2774246.293,6,0,86400,600,2,180,180,180
20240430,汐止保興店,365461.094,2774730.97,6,0,86400,600,2,180,180,180
20240430,汐止車站店,364188.65,2773423.786,3,0,86400,600,2,180,180,180
20240430,汐止和平店,364258.509,2773704.926,5,0,86400,600,2,180,180,180
20240430,汐止建安店,364200.017,2773943.197,4,0,86400,600,2,180,180,180
20240430,汐止鄉長店,364543.736,2774150.2,6,0,86400,600,2,180,180,180
