Date,Name,X,Y,Demand,W_S,W_F,Service_time,N_V,C_V1,C_V2,C_V3
20240417,新遠雄二店,363005.79,2772692.937,5,0,86400,600,2,180,180,180
20240417,羅中店,350039.07,2769117.415,15,0,86400,600,2,180,180,180
20240417,潮州店,350284.789,2769228.205,5,0,86400,600,2,180,180,180
20240417,古亭店,350297.202,2768734.515,7,0,86400,600,2,180,180,180
20240417,台師店,350546.342,2768838.36,11,0,86400,600,2,180,180,180
20240417,泰順店,350991.257,2768793.386,4,0,86400,600,2,180,180,180
20240417,和新店,351481.812,2768825.945,8,0,86400,600,2,180,180,180
20240417,和東店,352034.904,2768742.286,11,0,86400,600,2,180,180,180
20240417,汐止祥雲店,362604.246,2775807.436,2,0,86400,600,2,180,180,180
20240417,和復店,352255.015,2768743.074,11,0,86400,600,2,180,180,180
20240417,成功店,352368.328,2768818.86,14,0,86400,600,2,180,180,180
20240417,汐止伯爵店,361839.735,2774798.547,14,0,86400,600,2,180,180,180
20240417,汐止新水蓮店,361255.457,2774325.112,13,0,86400,600,2,180,180,180
20240417,臨江店,353567.02,2769220.549,12,0,86400,600,2,180,180,180
20240417,財盛店,353591.146,2769141.638,5,0,86400,600,2,180,180,180
20240417,汐止鑫峰店,360906.741,2773698.995,9,0,86400,600,2,180,180,180
20240417,汐止湖前店,361174.558,2773645.829,12,0,86400,600,2,180,180,180
20240417,汐止日月光店,361829.121,2774003.438,3,0,86400,600,2,180,180,180
20240417,汐止興萬店,362997.855,2774484.337,2,0,86400,600,2,180,180,180
20240417,汐止宏碁店,362720.773,2772595.358,11,0,86400,600,2,180,180,180
20240417,汐止東科店,362828.16,2772568.134,13,0,86400,600,2,180,180,180
20240417,汐止龍安店,363391.37,2772906.296,14,0,86400,600,2,180,180,180
20240417,汐止連新店,363355.409,2772772.09,14,0,86400,600,2,180,180,180
20240417,汐止橋東店,364619.3,2773710.454,12,0,86400,600,2,180,180,180
20240417,汐止站前店,364316.586,2773426.563,15,0,86400,600,2,180,180,180
20240417,汐止新忠孝店,364330.567,2773335.612,3,0,86400,600,2,180,180,180
20240417,汐止秀峰店,364252.154,2773250.227,13,0,86400,600,2,180,180,180
20240417,汐止福全店,364382.933,2773027.092,9,0,86400,600,2,180,180,180
20240417,汐止新遠雄店,362796.904,2772712.391,14,0,86400,600,2,180,180,180
20240417,新遠雄二店,363005.79,2772692.937,5,0,86400,600,2,180,180,180
